contigs_db	SRS011084-contigs-fixed
Total Length	224071229
Num Contigs	125177
Num Contigs > 100 kb	14
Num Contigs > 50 kb	175
Num Contigs > 20 kb	1452
Num Contigs > 10 kb	4102
Num Contigs > 5 kb	8645
Num Contigs > 2.5 kb	16547
Longest Contig	280563
Shortest Contig	200
Num Genes (prodigal)	294068
L50	7626
L75	29253
L90	69881
N50	5657
N75	1340
N90	550
