contigs_db	SRS018936-contigs-fixed
Total Length	102836898
Num Contigs	67928
Num Contigs > 100 kb	16
Num Contigs > 50 kb	145
Num Contigs > 20 kb	739
Num Contigs > 10 kb	1570
Num Contigs > 5 kb	3132
Num Contigs > 2.5 kb	5996
Longest Contig	204608
Shortest Contig	200
Num Genes (prodigal)	144027
L50	3268
L75	17400
L90	40959
N50	4793
N75	949
N90	480
