contigs_db	SRS024663-contigs-fixed
Total Length	117435923
Num Contigs	69068
Num Contigs > 100 kb	2
Num Contigs > 50 kb	48
Num Contigs > 20 kb	634
Num Contigs > 10 kb	1921
Num Contigs > 5 kb	4666
Num Contigs > 2.5 kb	9659
Longest Contig	114914
Shortest Contig	234
Num Genes (prodigal)	154164
L50	5166
L75	17605
L90	39374
N50	4563
N75	1317
N90	533
