contigs_db	SRS016840-contigs-fixed
Total Length	50624288
Num Contigs	31778
Num Contigs > 100 kb	18
Num Contigs > 50 kb	83
Num Contigs > 20 kb	348
Num Contigs > 10 kb	785
Num Contigs > 5 kb	1648
Num Contigs > 2.5 kb	3183
Longest Contig	261801
Shortest Contig	204
Num Genes (prodigal)	66270
L50	1379
L75	6906
L90	18225
N50	5924
N75	1064
N90	471
