contigs_db	SRS018817-contigs-fixed
Total Length	142253943
Num Contigs	102393
Num Contigs > 100 kb	3
Num Contigs > 50 kb	76
Num Contigs > 20 kb	639
Num Contigs > 10 kb	1917
Num Contigs > 5 kb	4619
Num Contigs > 2.5 kb	10242
Longest Contig	185626
Shortest Contig	212
Num Genes (prodigal)	204424
L50	7894
L75	30293
L90	63905
N50	3158
N75	919
N90	460
