contigs_db	SRS020394-contigs-fixed
Total Length	135122691
Num Contigs	80175
Num Contigs > 100 kb	16
Num Contigs > 50 kb	101
Num Contigs > 20 kb	832
Num Contigs > 10 kb	2303
Num Contigs > 5 kb	5021
Num Contigs > 2.5 kb	10009
Longest Contig	240410
Shortest Contig	203
Num Genes (prodigal)	180105
L50	4955
L75	19356
L90	45592
N50	5066
N75	1238
N90	517
