contigs_db	SRS047741-contigs-fixed
Total Length	134300183
Num Contigs	66543
Num Contigs > 100 kb	13
Num Contigs > 50 kb	164
Num Contigs > 20 kb	1035
Num Contigs > 10 kb	2603
Num Contigs > 5 kb	5233
Num Contigs > 2.5 kb	9631
Longest Contig	287437
Shortest Contig	214
Num Genes (prodigal)	165426
L50	3501
L75	13341
L90	34378
N50	7558
N75	1706
N90	590
