contigs_db	SRS077641-contigs-fixed
Total Length	148948988
Num Contigs	92880
Num Contigs > 100 kb	9
Num Contigs > 50 kb	99
Num Contigs > 20 kb	667
Num Contigs > 10 kb	2067
Num Contigs > 5 kb	5356
Num Contigs > 2.5 kb	11838
Longest Contig	130165
Shortest Contig	203
Num Genes (prodigal)	201954
L50	7430
L75	26109
L90	55367
N50	3785
N75	1155
N90	526
