contigs_db	SRS023346-contigs-fixed
Total Length	68419156
Num Contigs	36565
Num Contigs > 100 kb	2
Num Contigs > 50 kb	51
Num Contigs > 20 kb	427
Num Contigs > 10 kb	1251
Num Contigs > 5 kb	2739
Num Contigs > 2.5 kb	5284
Longest Contig	132294
Shortest Contig	207
Num Genes (prodigal)	87308
L50	2370
L75	8600
L90	20119
N50	5746
N75	1456
N90	586
