contigs_db	SRS015486-contigs-fixed
Total Length	48459910
Num Contigs	19517
Num Contigs > 100 kb	39
Num Contigs > 50 kb	139
Num Contigs > 20 kb	438
Num Contigs > 10 kb	791
Num Contigs > 5 kb	1416
Num Contigs > 2.5 kb	2554
Longest Contig	482189
Shortest Contig	200
Num Genes (prodigal)	58618
L50	572
L75	3038
L90	9225
N50	14264
N75	2089
N90	723
