contigs_db	SRS055288-contigs-fixed
Total Length	160377482
Num Contigs	74321
Num Contigs > 100 kb	12
Num Contigs > 50 kb	178
Num Contigs > 20 kb	1322
Num Contigs > 10 kb	3192
Num Contigs > 5 kb	6116
Num Contigs > 2.5 kb	11203
Longest Contig	137547
Shortest Contig	200
Num Genes (prodigal)	196536
L50	3992
L75	15552
L90	38875
N50	7987
N75	1737
N90	660
