contigs_db	SRS019968-contigs-fixed
Total Length	119531074
Num Contigs	84076
Num Contigs > 100 kb	8
Num Contigs > 50 kb	78
Num Contigs > 20 kb	763
Num Contigs > 10 kb	1901
Num Contigs > 5 kb	3694
Num Contigs > 2.5 kb	7361
Longest Contig	180290
Shortest Contig	219
Num Genes (prodigal)	167723
L50	5109
L75	23802
L90	52181
N50	3583
N75	904
N90	466
