contigs_db	SRS054905-contigs-fixed
Total Length	180519123
Num Contigs	87579
Num Contigs > 100 kb	17
Num Contigs > 50 kb	163
Num Contigs > 20 kb	1201
Num Contigs > 10 kb	3350
Num Contigs > 5 kb	7346
Num Contigs > 2.5 kb	14320
Longest Contig	280959
Shortest Contig	202
Num Genes (prodigal)	227591
L50	5668
L75	19751
L90	46528
N50	6403
N75	1727
N90	637
