contigs_db	SRS011271-contigs-fixed
Total Length	220860786
Num Contigs	150859
Num Contigs > 100 kb	5
Num Contigs > 50 kb	73
Num Contigs > 20 kb	1023
Num Contigs > 10 kb	3569
Num Contigs > 5 kb	8270
Num Contigs > 2.5 kb	16311
Longest Contig	151785
Shortest Contig	200
Num Genes (prodigal)	312085
L50	10886
L75	42193
L90	92641
N50	3826
N75	964
N90	475
