contigs_db	SRS075984-contigs-fixed
Total Length	172892143
Num Contigs	99609
Num Contigs > 100 kb	20
Num Contigs > 50 kb	139
Num Contigs > 20 kb	1079
Num Contigs > 10 kb	2977
Num Contigs > 5 kb	6430
Num Contigs > 2.5 kb	12759
Longest Contig	225718
Shortest Contig	200
Num Genes (prodigal)	227299
L50	6169
L75	23967
L90	56172
N50	5201
N75	1303
N90	533
