contigs_db	SRS893292-contigs-fixed
Total Length	85029475
Num Contigs	41170
Num Contigs > 100 kb	14
Num Contigs > 50 kb	93
Num Contigs > 20 kb	566
Num Contigs > 10 kb	1511
Num Contigs > 5 kb	3318
Num Contigs > 2.5 kb	6593
Longest Contig	137983
Shortest Contig	200
Num Genes (prodigal)	103088
L50	2625
L75	9528
L90	22117
N50	6282
N75	1670
N90	656
