contigs_db	SRS893383-contigs-fixed
Total Length	196694454
Num Contigs	137761
Num Contigs > 100 kb	0
Num Contigs > 50 kb	43
Num Contigs > 20 kb	777
Num Contigs > 10 kb	2726
Num Contigs > 5 kb	7065
Num Contigs > 2.5 kb	14956
Longest Contig	82508
Shortest Contig	200
Num Genes (prodigal)	270370
L50	11738
L75	42152
L90	86248
N50	3132
N75	955
N90	487
