contigs_db	SRS013382-contigs-fixed
Total Length	46628949
Num Contigs	26067
Num Contigs > 100 kb	6
Num Contigs > 50 kb	60
Num Contigs > 20 kb	377
Num Contigs > 10 kb	882
Num Contigs > 5 kb	1712
Num Contigs > 2.5 kb	3009
Longest Contig	158547
Shortest Contig	224
Num Genes (prodigal)	58003
L50	1136
L75	5005
L90	14106
N50	7691
N75	1334
N90	511
