contigs_db	SRS1041113-contigs-fixed
Total Length	61955516
Num Contigs	42303
Num Contigs > 100 kb	2
Num Contigs > 50 kb	36
Num Contigs > 20 kb	315
Num Contigs > 10 kb	870
Num Contigs > 5 kb	1927
Num Contigs > 2.5 kb	4250
Longest Contig	154772
Shortest Contig	210
Num Genes (prodigal)	81747
L50	3317
L75	13127
L90	26552
N50	3043
N75	948
N90	513
