contigs_db	SRS015280-contigs-fixed
Total Length	141825047
Num Contigs	76927
Num Contigs > 100 kb	15
Num Contigs > 50 kb	128
Num Contigs > 20 kb	777
Num Contigs > 10 kb	2230
Num Contigs > 5 kb	5171
Num Contigs > 2.5 kb	10647
Longest Contig	154619
Shortest Contig	206
Num Genes (prodigal)	179750
L50	5564
L75	21042
L90	45240
N50	4677
N75	1300
N90	618
