contigs_db	SRS016203-contigs-fixed
Total Length	106665045
Num Contigs	63017
Num Contigs > 100 kb	10
Num Contigs > 50 kb	130
Num Contigs > 20 kb	760
Num Contigs > 10 kb	1722
Num Contigs > 5 kb	3350
Num Contigs > 2.5 kb	6925
Longest Contig	148684
Shortest Contig	201
Num Genes (prodigal)	142876
L50	3388
L75	15494
L90	36127
N50	4946
N75	1201
N90	529
