contigs_db	SRS077454-contigs-fixed
Total Length	124421081
Num Contigs	82047
Num Contigs > 100 kb	18
Num Contigs > 50 kb	96
Num Contigs > 20 kb	638
Num Contigs > 10 kb	1694
Num Contigs > 5 kb	3995
Num Contigs > 2.5 kb	9009
Longest Contig	156709
Shortest Contig	201
Num Genes (prodigal)	171639
L50	6007
L75	23302
L90	50018
N50	3521
N75	1029
N90	500
