contigs_db	SRS1054716-contigs-fixed
Total Length	98277642
Num Contigs	61576
Num Contigs > 100 kb	6
Num Contigs > 50 kb	92
Num Contigs > 20 kb	607
Num Contigs > 10 kb	1404
Num Contigs > 5 kb	2882
Num Contigs > 2.5 kb	6319
Longest Contig	135853
Shortest Contig	200
Num Genes (prodigal)	131907
L50	4247
L75	18038
L90	37341
N50	3499
N75	1082
N90	550
