contigs_db	SRS017821-contigs-fixed
Total Length	178951174
Num Contigs	121670
Num Contigs > 100 kb	3
Num Contigs > 50 kb	75
Num Contigs > 20 kb	807
Num Contigs > 10 kb	2599
Num Contigs > 5 kb	6332
Num Contigs > 2.5 kb	13644
Longest Contig	122259
Shortest Contig	203
Num Genes (prodigal)	250438
L50	9464
L75	34759
L90	74422
N50	3526
N75	1003
N90	481
