contigs_db	SRS1041095-contigs-fixed
Total Length	67586287
Num Contigs	28475
Num Contigs > 100 kb	17
Num Contigs > 50 kb	90
Num Contigs > 20 kb	497
Num Contigs > 10 kb	1174
Num Contigs > 5 kb	2442
Num Contigs > 2.5 kb	5196
Longest Contig	198733
Shortest Contig	236
Num Genes (prodigal)	79144
L50	1811
L75	6951
L90	15080
N50	6594
N75	1890
N90	824
