contigs_db	SRS012849-contigs-fixed
Total Length	208078590
Num Contigs	137054
Num Contigs > 100 kb	1
Num Contigs > 50 kb	94
Num Contigs > 20 kb	1002
Num Contigs > 10 kb	3338
Num Contigs > 5 kb	7933
Num Contigs > 2.5 kb	15552
Longest Contig	106006
Shortest Contig	215
Num Genes (prodigal)	277433
L50	9919
L75	37942
L90	83351
N50	4020
N75	1016
N90	494
