contigs_db	SRS886701-contigs-fixed
Total Length	69666174
Num Contigs	35857
Num Contigs > 100 kb	3
Num Contigs > 50 kb	61
Num Contigs > 20 kb	364
Num Contigs > 10 kb	1063
Num Contigs > 5 kb	2586
Num Contigs > 2.5 kb	5798
Longest Contig	146539
Shortest Contig	200
Num Genes (prodigal)	84657
L50	2893
L75	9770
L90	20218
N50	4575
N75	1513
N90	670
