contigs_db	SRS044535-contigs-fixed
Total Length	169400146
Num Contigs	85705
Num Contigs > 100 kb	10
Num Contigs > 50 kb	136
Num Contigs > 20 kb	1191
Num Contigs > 10 kb	3120
Num Contigs > 5 kb	6683
Num Contigs > 2.5 kb	12930
Longest Contig	128869
Shortest Contig	202
Num Genes (prodigal)	214400
L50	5382
L75	19730
L90	46742
N50	6194
N75	1558
N90	614
