contigs_db	SRS1041031-contigs-fixed
Total Length	146643040
Num Contigs	104089
Num Contigs > 100 kb	9
Num Contigs > 50 kb	110
Num Contigs > 20 kb	652
Num Contigs > 10 kb	1660
Num Contigs > 5 kb	4068
Num Contigs > 2.5 kb	9913
Longest Contig	141039
Shortest Contig	206
Num Genes (prodigal)	203210
L50	9394
L75	34279
L90	66364
N50	2615
N75	935
N90	507
