contigs_db	SRS045826-contigs-fixed
Total Length	158630034
Num Contigs	89428
Num Contigs > 100 kb	6
Num Contigs > 50 kb	140
Num Contigs > 20 kb	1097
Num Contigs > 10 kb	2734
Num Contigs > 5 kb	5709
Num Contigs > 2.5 kb	11305
Longest Contig	276800
Shortest Contig	200
Num Genes (prodigal)	208021
L50	5420
L75	22002
L90	51164
N50	5279
N75	1274
N90	559
