contigs_db	SRS056481-contigs-fixed
Total Length	150027334
Num Contigs	84436
Num Contigs > 100 kb	22
Num Contigs > 50 kb	196
Num Contigs > 20 kb	1103
Num Contigs > 10 kb	2687
Num Contigs > 5 kb	5439
Num Contigs > 2.5 kb	9988
Longest Contig	182941
Shortest Contig	200
Num Genes (prodigal)	195204
L50	4107
L75	17784
L90	46657
N50	6711
N75	1306
N90	522
