contigs_db	SRS014923-contigs-fixed
Total Length	240866855
Num Contigs	160226
Num Contigs > 100 kb	3
Num Contigs > 50 kb	127
Num Contigs > 20 kb	1222
Num Contigs > 10 kb	3624
Num Contigs > 5 kb	8107
Num Contigs > 2.5 kb	16905
Longest Contig	173381
Shortest Contig	205
Num Genes (prodigal)	340033
L50	11989
L75	47243
L90	99072
N50	3448
N75	999
N90	506
