contigs_db	SRS016495-contigs-fixed
Total Length	113657664
Num Contigs	92676
Num Contigs > 100 kb	0
Num Contigs > 50 kb	33
Num Contigs > 20 kb	440
Num Contigs > 10 kb	1401
Num Contigs > 5 kb	3468
Num Contigs > 2.5 kb	7714
Longest Contig	96364
Shortest Contig	200
Num Genes (prodigal)	176242
L50	7859
L75	30367
L90	61038
N50	2465
N75	755
N90	430
