contigs_db	SRS017191-contigs-fixed
Total Length	134026691
Num Contigs	85916
Num Contigs > 100 kb	1
Num Contigs > 50 kb	35
Num Contigs > 20 kb	570
Num Contigs > 10 kb	2142
Num Contigs > 5 kb	5256
Num Contigs > 2.5 kb	10612
Longest Contig	113835
Shortest Contig	203
Num Genes (prodigal)	179403
L50	6755
L75	23962
L90	51836
N50	3959
N75	1088
N90	509
