contigs_db	SRS016629-contigs-fixed
Total Length	55160643
Num Contigs	31657
Num Contigs > 100 kb	14
Num Contigs > 50 kb	57
Num Contigs > 20 kb	295
Num Contigs > 10 kb	771
Num Contigs > 5 kb	2022
Num Contigs > 2.5 kb	4236
Longest Contig	203733
Shortest Contig	213
Num Genes (prodigal)	71020
L50	2171
L75	8113
L90	18128
N50	4678
N75	1275
N90	560
