contigs_db	SRS1041039-contigs-fixed
Total Length	168731541
Num Contigs	94013
Num Contigs > 100 kb	9
Num Contigs > 50 kb	116
Num Contigs > 20 kb	899
Num Contigs > 10 kb	2643
Num Contigs > 5 kb	6410
Num Contigs > 2.5 kb	13634
Longest Contig	171432
Shortest Contig	200
Num Genes (prodigal)	213516
L50	7162
L75	25018
L90	53894
N50	4529
N75	1350
N90	592
