contigs_db	SRS045713-contigs-fixed
Total Length	121376003
Num Contigs	82480
Num Contigs > 100 kb	1
Num Contigs > 50 kb	37
Num Contigs > 20 kb	487
Num Contigs > 10 kb	1678
Num Contigs > 5 kb	4262
Num Contigs > 2.5 kb	9507
Longest Contig	100758
Shortest Contig	200
Num Genes (prodigal)	166749
L50	7237
L75	25205
L90	51366
N50	3171
N75	1005
N90	502
