contigs_db	SRS046502-contigs-fixed
Total Length	94465076
Num Contigs	64522
Num Contigs > 100 kb	19
Num Contigs > 50 kb	107
Num Contigs > 20 kb	448
Num Contigs > 10 kb	1144
Num Contigs > 5 kb	2760
Num Contigs > 2.5 kb	6332
Longest Contig	197119
Shortest Contig	207
Num Genes (prodigal)	133690
L50	4733
L75	19258
L90	40204
N50	3193
N75	960
N90	497
