contigs_db	SRS019445-contigs-fixed
Total Length	218030782
Num Contigs	122753
Num Contigs > 100 kb	18
Num Contigs > 50 kb	176
Num Contigs > 20 kb	1297
Num Contigs > 10 kb	3593
Num Contigs > 5 kb	8260
Num Contigs > 2.5 kb	16783
Longest Contig	241500
Shortest Contig	205
Num Genes (prodigal)	291725
L50	8276
L75	30736
L90	70030
N50	4990
N75	1322
N90	561
