contigs_db	SRS013800-contigs-fixed
Total Length	153170927
Num Contigs	86106
Num Contigs > 100 kb	5
Num Contigs > 50 kb	48
Num Contigs > 20 kb	754
Num Contigs > 10 kb	2534
Num Contigs > 5 kb	6292
Num Contigs > 2.5 kb	13100
Longest Contig	153350
Shortest Contig	209
Num Genes (prodigal)	190206
L50	6848
L75	22439
L90	48839
N50	4662
N75	1387
N90	570
