contigs_db	SRS013521-contigs-fixed
Total Length	113907821
Num Contigs	58063
Num Contigs > 100 kb	6
Num Contigs > 50 kb	108
Num Contigs > 20 kb	862
Num Contigs > 10 kb	2334
Num Contigs > 5 kb	4736
Num Contigs > 2.5 kb	8381
Longest Contig	157167
Shortest Contig	200
Num Genes (prodigal)	142122
L50	3194
L75	11413
L90	30142
N50	7514
N75	1680
N90	566
