contigs_db	SRS1055056-contigs-fixed
Total Length	112080687
Num Contigs	57199
Num Contigs > 100 kb	15
Num Contigs > 50 kb	100
Num Contigs > 20 kb	634
Num Contigs > 10 kb	1939
Num Contigs > 5 kb	4345
Num Contigs > 2.5 kb	8720
Longest Contig	304641
Shortest Contig	203
Num Genes (prodigal)	139120
L50	4035
L75	14553
L90	32073
N50	5340
N75	1490
N90	648
