contigs_db	SRS013158-contigs-fixed
Total Length	67683873
Num Contigs	32928
Num Contigs > 100 kb	2
Num Contigs > 50 kb	38
Num Contigs > 20 kb	466
Num Contigs > 10 kb	1334
Num Contigs > 5 kb	2885
Num Contigs > 2.5 kb	5340
Longest Contig	112163
Shortest Contig	220
Num Genes (prodigal)	82102
L50	2234
L75	7629
L90	17622
N50	6398
N75	1666
N90	649
