contigs_db	SRS014344-contigs-fixed
Total Length	64093852
Num Contigs	33688
Num Contigs > 100 kb	50
Num Contigs > 50 kb	219
Num Contigs > 20 kb	547
Num Contigs > 10 kb	905
Num Contigs > 5 kb	1477
Num Contigs > 2.5 kb	2780
Longest Contig	317951
Shortest Contig	203
Num Genes (prodigal)	82260
L50	719
L75	5862
L90	17983
N50	14058
N75	1306
N90	538
