contigs_db	SRS045324-contigs-fixed
Total Length	85109966
Num Contigs	63076
Num Contigs > 100 kb	3
Num Contigs > 50 kb	23
Num Contigs > 20 kb	144
Num Contigs > 10 kb	671
Num Contigs > 5 kb	2447
Num Contigs > 2.5 kb	6999
Longest Contig	133615
Shortest Contig	200
Num Genes (prodigal)	123752
L50	8092
L75	23314
L90	41859
N50	2238
N75	923
N90	516
