contigs_db	SRS050941-contigs-fixed
Total Length	165422226
Num Contigs	94733
Num Contigs > 100 kb	27
Num Contigs > 50 kb	180
Num Contigs > 20 kb	1136
Num Contigs > 10 kb	2864
Num Contigs > 5 kb	6072
Num Contigs > 2.5 kb	11459
Longest Contig	257904
Shortest Contig	200
Num Genes (prodigal)	217575
L50	5099
L75	21432
L90	53471
N50	5878
N75	1254
N90	528
