contigs_db	SRS017521-contigs-fixed
Total Length	240062837
Num Contigs	176254
Num Contigs > 100 kb	4
Num Contigs > 50 kb	116
Num Contigs > 20 kb	1056
Num Contigs > 10 kb	3181
Num Contigs > 5 kb	7455
Num Contigs > 2.5 kb	16360
Longest Contig	140062
Shortest Contig	200
Num Genes (prodigal)	342590
L50	14784
L75	56839
L90	113654
N50	2731
N75	869
N90	478
