contigs_db	SRS015369-contigs-fixed
Total Length	57020061
Num Contigs	42967
Num Contigs > 100 kb	0
Num Contigs > 50 kb	1
Num Contigs > 20 kb	44
Num Contigs > 10 kb	508
Num Contigs > 5 kb	1982
Num Contigs > 2.5 kb	5172
Longest Contig	81196
Shortest Contig	225
Num Genes (prodigal)	78931
L50	5299
L75	15158
L90	28135
N50	2451
N75	915
N90	489
