contigs_db	SRS1041132-contigs-fixed
Total Length	79672687
Num Contigs	44340
Num Contigs > 100 kb	14
Num Contigs > 50 kb	136
Num Contigs > 20 kb	653
Num Contigs > 10 kb	1340
Num Contigs > 5 kb	2313
Num Contigs > 2.5 kb	4682
Longest Contig	225650
Shortest Contig	200
Num Genes (prodigal)	99906
L50	1898
L75	10291
L90	25095
N50	6409
N75	1223
N90	565
