contigs_db	SRS046712-contigs-fixed
Total Length	61331235
Num Contigs	19471
Num Contigs > 100 kb	25
Num Contigs > 50 kb	152
Num Contigs > 20 kb	642
Num Contigs > 10 kb	1277
Num Contigs > 5 kb	2274
Num Contigs > 2.5 kb	3855
Longest Contig	391272
Shortest Contig	200
Num Genes (prodigal)	68885
L50	832
L75	2912
L90	8011
N50	16019
N75	3548
N90	984
