contigs_db	SRS015694-contigs-fixed
Total Length	143248985
Num Contigs	84081
Num Contigs > 100 kb	7
Num Contigs > 50 kb	72
Num Contigs > 20 kb	690
Num Contigs > 10 kb	2277
Num Contigs > 5 kb	5570
Num Contigs > 2.5 kb	11740
Longest Contig	217060
Shortest Contig	202
Num Genes (prodigal)	191227
L50	6600
L75	22749
L90	49322
N50	4301
N75	1243
N90	555
