contigs_db	SRS015782-contigs-fixed
Total Length	252842843
Num Contigs	162066
Num Contigs > 100 kb	8
Num Contigs > 50 kb	113
Num Contigs > 20 kb	1373
Num Contigs > 10 kb	4123
Num Contigs > 5 kb	9088
Num Contigs > 2.5 kb	18335
Longest Contig	157413
Shortest Contig	203
Num Genes (prodigal)	346406
L50	11350
L75	44436
L90	97473
N50	4003
N75	1070
N90	505
