contigs_db	SRS016585-contigs-fixed
Total Length	24366539
Num Contigs	16669
Num Contigs > 100 kb	9
Num Contigs > 50 kb	34
Num Contigs > 20 kb	124
Num Contigs > 10 kb	338
Num Contigs > 5 kb	925
Num Contigs > 2.5 kb	1741
Longest Contig	238827
Shortest Contig	242
Num Genes (prodigal)	33281
L50	839
L75	3568
L90	9764
N50	5342
N75	972
N90	420
