contigs_db	SRS014287-contigs-fixed
Total Length	133660974
Num Contigs	86349
Num Contigs > 100 kb	8
Num Contigs > 50 kb	136
Num Contigs > 20 kb	878
Num Contigs > 10 kb	2114
Num Contigs > 5 kb	4258
Num Contigs > 2.5 kb	8832
Longest Contig	133256
Shortest Contig	205
Num Genes (prodigal)	183906
L50	4996
L75	22424
L90	51650
N50	4249
N75	1032
N90	491
