contigs_db	SRS013940-contigs-fixed
Total Length	150038776
Num Contigs	93823
Num Contigs > 100 kb	36
Num Contigs > 50 kb	262
Num Contigs > 20 kb	1124
Num Contigs > 10 kb	2311
Num Contigs > 5 kb	4381
Num Contigs > 2.5 kb	8165
Longest Contig	365336
Shortest Contig	200
Num Genes (prodigal)	205781
L50	3895
L75	22883
L90	55654
N50	5752
N75	999
N90	501
