contigs_db	SRS014736-contigs-fixed
Total Length	77641484
Num Contigs	55674
Num Contigs > 100 kb	28
Num Contigs > 50 kb	131
Num Contigs > 20 kb	443
Num Contigs > 10 kb	960
Num Contigs > 5 kb	1953
Num Contigs > 2.5 kb	4172
Longest Contig	182945
Shortest Contig	200
Num Genes (prodigal)	114492
L50	3053
L75	16430
L90	35234
N50	3307
N75	837
N90	474
