contigs_db	SRS017375-contigs-fixed
Total Length	30877833
Num Contigs	18343
Num Contigs > 100 kb	10
Num Contigs > 50 kb	67
Num Contigs > 20 kb	323
Num Contigs > 10 kb	617
Num Contigs > 5 kb	944
Num Contigs > 2.5 kb	1454
Longest Contig	178898
Shortest Contig	227
Num Genes (prodigal)	40683
L50	501
L75	2884
L90	9909
N50	12770
N75	1154
N90	451
