contigs_db	SRS043841-contigs-fixed
Total Length	100809228
Num Contigs	59785
Num Contigs > 100 kb	16
Num Contigs > 50 kb	140
Num Contigs > 20 kb	810
Num Contigs > 10 kb	1667
Num Contigs > 5 kb	3205
Num Contigs > 2.5 kb	6203
Longest Contig	157604
Shortest Contig	203
Num Genes (prodigal)	135659
L50	2713
L75	13534
L90	34052
N50	5882
N75	1166
N90	509
