contigs_db	SRS077127-contigs-fixed
Total Length	132718381
Num Contigs	77924
Num Contigs > 100 kb	10
Num Contigs > 50 kb	164
Num Contigs > 20 kb	1079
Num Contigs > 10 kb	2483
Num Contigs > 5 kb	4399
Num Contigs > 2.5 kb	7949
Longest Contig	153560
Shortest Contig	207
Num Genes (prodigal)	173894
L50	3406
L75	17093
L90	43989
N50	6923
N75	1169
N90	509
