contigs_db	SRS046810-contigs-fixed
Total Length	12256756
Num Contigs	983
Num Contigs > 100 kb	29
Num Contigs > 50 kb	88
Num Contigs > 20 kb	164
Num Contigs > 10 kb	189
Num Contigs > 5 kb	212
Num Contigs > 2.5 kb	233
Longest Contig	382120
Shortest Contig	207
Num Genes (prodigal)	10833
L50	48
L75	99
L90	156
N50	78934
N75	43852
N90	23374
