contigs_db	SRS893252-contigs-fixed
Total Length	127025868
Num Contigs	75065
Num Contigs > 100 kb	6
Num Contigs > 50 kb	102
Num Contigs > 20 kb	748
Num Contigs > 10 kb	2087
Num Contigs > 5 kb	4549
Num Contigs > 2.5 kb	9152
Longest Contig	267162
Shortest Contig	202
Num Genes (prodigal)	167072
L50	4901
L75	19552
L90	43987
N50	4631
N75	1182
N90	547
