contigs_db	SRS1041124-contigs-fixed
Total Length	65120731
Num Contigs	38517
Num Contigs > 100 kb	11
Num Contigs > 50 kb	61
Num Contigs > 20 kb	280
Num Contigs > 10 kb	830
Num Contigs > 5 kb	2213
Num Contigs > 2.5 kb	5241
Longest Contig	200723
Shortest Contig	203
Num Genes (prodigal)	85275
L50	3284
L75	11231
L90	22859
N50	3655
N75	1239
N90	578
