contigs_db	SRS018351-contigs-fixed
Total Length	140468163
Num Contigs	72026
Num Contigs > 100 kb	9
Num Contigs > 50 kb	92
Num Contigs > 20 kb	853
Num Contigs > 10 kb	2657
Num Contigs > 5 kb	5923
Num Contigs > 2.5 kb	11470
Longest Contig	144973
Shortest Contig	210
Num Genes (prodigal)	178109
L50	4906
L75	16499
L90	38624
N50	5979
N75	1628
N90	598
