contigs_db	SRS014391-contigs-fixed
Total Length	146860688
Num Contigs	102778
Num Contigs > 100 kb	23
Num Contigs > 50 kb	168
Num Contigs > 20 kb	891
Num Contigs > 10 kb	2052
Num Contigs > 5 kb	4327
Num Contigs > 2.5 kb	8697
Longest Contig	214756
Shortest Contig	203
Num Genes (prodigal)	210622
L50	6090
L75	29818
L90	64556
N50	3512
N75	883
N90	478
